rental_id,date,hour,minute,user_id,station_id,duration_minutes
R000581,2017-01-01,10,23,U0494,S049,52
R000582,2017-01-01,10,8,U0291,S055,50
R000583,2017-01-01,10,29,U0976,S066,33
R000584,2017-01-01,10,46,U0637,S001,92
R000585,2017-01-01,10,12,U0033,S095,95
R000586,2017-01-01,10,40,U0133,S024,44
R000587,2017-01-01,10,22,U0091,S017,39
R000588,2017-01-01,10,17,U0631,S011,60
R000589,2017-01-01,10,12,U0835,S091,86
R000590,2017-01-01,10,21,U0173,S010,105
R000591,2017-01-01,10,8,U0015,S058,104
R000592,2017-01-01,10,2,U0934,S093,71
R000593,2017-01-01,10,44,U0564,S090,83
R000594,2017-01-01,10,36,U0072,S023,55
R000595,2017-01-01,10,3,U0014,S073,116
R000596,2017-01-01,10,17,U0006,S018,71
R000597,2017-01-01,10,8,U0191,S033,59
R000598,2017-01-01,10,7,U0078,S004,44
R000599,2017-01-01,10,54,U0810,S017,71
R000600,2017-01-01,10,29,U0727,S011,59
R000601,2017-01-01,10,29,U0644,S014,42
R000602,2017-01-01,10,26,U0472,S076,60
R000603,2017-01-01,10,10,U0464,S082,82
R000604,2017-01-01,10,48,U0745,S016,55
R000605,2017-01-01,10,21,U0903,S015,78
R000606,2017-01-01,10,14,U0811,S003,58
R000607,2017-01-01,10,56,U0744,S004,39
R000608,2017-01-01,11,46,U0340,S001,32
R000609,2017-01-01,11,58,U0655,S008,59
R000610,2017-01-01,11,59,U0169,S059,96
R000611,2017-01-01,11,28,U0846,S054,112
R000612,2017-01-01,11,21,U0850,S091,72
R000613,2017-01-01,11,44,U0280,S003,82
R000614,2017-01-01,11,7,U0634,S037,104
R000615,2017-01-01,11,46,U0609,S068,73
R000616,2017-01-01,11,30,U0397,S033,113
R000617,2017-01-01,11,57,U0078,S093,112
R000618,2017-01-01,11,2,U0459,S097,71
R000619,2017-01-01,11,8,U0912,S018,92
R000620,2017-01-01,11,43,U0574,S009,105
R000621,2017-01-01,11,35,U0545,S054,115
R000622,2017-01-01,11,7,U0385,S004,119
R000623,2017-01-01,11,19,U0643,S090,97
R000624,2017-01-01,11,1,U0527,S058,100
R000625,2017-01-01,11,25,U0895,S004,86
R000626,2017-01-01,11,39,U0796,S011,88
R000627,2017-01-01,11,53,U0465,S059,68
R000628,2017-01-01,11,14,U0034,S058,102
R000629,2017-01-01,11,28,U0841,S073,46
R000630,2017-01-01,11,22,U0480,S003,69
R000631,2017-01-01,11,5,U0845,S058,51
R000632,2017-01-01,11,20,U0996,S058,63
R000633,2017-01-01,11,3,U0292,S016,59
R000634,2017-01-01,11,38,U0267,S095,91
R000635,2017-01-01,11,41,U0347,S008,77
R000636,2017-01-01,11,12,U0487,S095,66
R000637,2017-01-01,11,37,U0636,S018,36
R000638,2017-01-01,11,33,U0234,S013,48
R000639,2017-01-01,11,14,U0945,S054,75
R000640,2017-01-01,11,50,U0668,S024,66
R000641,2017-01-01,11,59,U0994,S093,88
R000642,2017-01-01,11,49,U0164,S011,51
R000643,2017-01-01,11,17,U0645,S076,109
R000644,2017-01-01,11,12,U0006,S098,50
R000645,2017-01-01,11,1,U0464,S018,98
R000646,2017-01-01,11,5,U0076,S023,66
R000647,2017-01-01,11,34,U0046,S051,53
R000648,2017-01-01,11,54,U0522,S055,52
R000649,2017-01-01,11,28,U0788,S033,120
R000650,2017-01-01,11,43,U0827,S090,118
R000651,2017-01-01,11,42,U0590,S068,115
R000652,2017-01-01,11,5,U0040,S033,49
R000653,2017-01-01,11,32,U0736,S004,50
R000654,2017-01-01,11,25,U0583,S008,60
R000655,2017-01-01,11,12,U0680,S058,44
R000656,2017-01-01,11,31,U0538,S055,35
R000657,2017-01-01,11,20,U0920,S072,70
R000658,2017-01-01,11,38,U0179,S082,103
R000659,2017-01-01,11,38,U0515,S090,46
R000660,2017-01-01,11,32,U0549,S091,86
R000661,2017-01-01,11,3,U0286,S011,63
R000662,2017-01-01,11,58,U0073,S076,77
R000663,2017-01-01,11,42,U0613,S093,53
R000664,2017-01-01,11,23,U0857,S093,56
R000665,2017-01-01,11,25,U0019,S037,101
R000666,2017-01-01,11,9,U0744,S072,120
R000667,2017-01-01,11,45,U0843,S058,34
R000668,2017-01-01,11,54,U0457,S008,115
R000669,2017-01-01,11,27,U1000,S017,70
R000670,2017-01-01,11,23,U0232,S073,74
R000671,2017-01-01,11,24,U0150,S009,48
R000672,2017-01-01,11,23,U0382,S009,77
R000673,2017-01-01,11,0,U0490,S063,87
R000674,2017-01-01,11,18,U0258,S016,99
R000675,2017-01-01,11,22,U0696,S037,50
R000676,2017-01-01,11,22,U0107,S008,98
R000677,2017-01-01,11,19,U0015,S010,68
R000678,2017-01-01,11,28,U0538,S015,45
R000679,2017-01-01,11,55,U0714,S033,33
R000680,2017-01-01,11,35,U0327,S011,81
R000681,2017-01-01,11,5,U0175,S014,93
R000682,2017-01-01,11,13,U0790,S082,48
R000683,2017-01-01,11,46,U0052,S014,88
R000684,2017-01-01,11,56,U0778,S018,70
R000685,2017-01-01,11,28,U0512,S091,49
R000686,2017-01-01,11,47,U0830,S002,30
R000687,2017-01-01,11,26,U0156,S037,99
R000688,2017-01-01,11,51,U0928,S066,94
R000689,2017-01-01,11,28,U0754,S093,72
R000690,2017-01-01,11,18,U0449,S013,112
R000691,2017-01-01,11,10,U0201,S076,120
R000692,2017-01-01,11,51,U0846,S055,67
R000693,2017-01-01,11,46,U0996,S066,90
R000694,2017-01-01,11,57,U0398,S072,67
R000695,2017-01-01,11,27,U0702,S002,103
R000696,2017-01-01,11,46,U0797,S037,115
R000697,2017-01-01,11,57,U0754,S017,48
R000698,2017-01-01,11,26,U0705,S008,102
R000699,2017-01-01,12,26,U0146,S016,106
R000700,2017-01-01,12,40,U0894,S059,76
R000701,2017-01-01,12,58,U0640,S037,104
R000702,2017-01-01,12,22,U0650,S095,91
R000703,2017-01-01,12,3,U0078,S082,102
R000704,2017-01-01,12,18,U0161,S003,85
R000705,2017-01-01,12,18,U0224,S049,63
R000706,2017-01-01,12,33,U0324,S098,110
R000707,2017-01-01,12,40,U0528,S049,117
R000708,2017-01-01,12,59,U0922,S082,90
R000709,2017-01-01,12,4,U0600,S095,118
R000710,2017-01-01,12,32,U0536,S073,45
R000711,2017-01-01,12,12,U0083,S023,77
R000712,2017-01-01,12,49,U0981,S002,95
R000713,2017-01-01,12,40,U0668,S001,103
R000714,2017-01-01,12,11,U0817,S014,32
R000715,2017-01-01,12,48,U0431,S029,63
R000716,2017-01-01,12,6,U0106,S049,50
R000717,2017-01-01,12,38,U0010,S076,104
R000718,2017-01-01,12,48,U0453,S011,37
R000719,2017-01-01,12,10,U0719,S037,48
R000720,2017-01-01,12,34,U0318,S066,70
R000721,2017-01-01,12,20,U0462,S016,89
R000722,2017-01-01,12,55,U0182,S082,118
R000723,2017-01-01,12,20,U0621,S024,47
R000724,2017-01-01,12,52,U0511,S002,75
R000725,2017-01-01,12,54,U0762,S011,50
R000726,2017-01-01,12,43,U0641,S033,36
R000727,2017-01-01,12,51,U0243,S082,64
R000728,2017-01-01,12,19,U0210,S008,76
R000729,2017-01-01,13,8,U0448,S049,48
R000730,2017-01-01,13,31,U0739,S058,65
R000731,2017-01-01,13,48,U0595,S013,104
R000732,2017-01-01,13,23,U0115,S072,74
R000733,2017-01-01,13,45,U0938,S091,75
R000734,2017-01-01,13,18,U0572,S054,50
R000735,2017-01-01,13,35,U0935,S016,94
R000736,2017-01-01,13,46,U0249,S049,108
R000737,2017-01-01,13,2,U0019,S002,60
R000738,2017-01-01,13,5,U0156,S011,94
R000739,2017-01-01,13,20,U0571,S023,102
R000740,2017-01-01,13,31,U0303,S013,38
R000741,2017-01-01,13,7,U0430,S014,42
R000742,2017-01-01,13,24,U0835,S023,104
R000743,2017-01-01,13,18,U0543,S049,31
R000744,2017-01-01,13,29,U0456,S013,97
R000745,2017-01-01,13,38,U0550,S018,57
R000746,2017-01-01,13,47,U0971,S013,54
R000747,2017-01-01,13,19,U0965,S009,66
R000748,2017-01-01,13,43,U0172,S068,51
R000749,2017-01-01,13,53,U0099,S011,98
R000750,2017-01-01,13,28,U0240,S008,30
R000751,2017-01-01,13,14,U0171,S002,42
R000752,2017-01-01,13,35,U0589,S076,57
R000753,2017-01-01,13,26,U0390,S068,94
R000754,2017-01-01,13,18,U0888,S003,120
R000755,2017-01-01,13,54,U0208,S017,90
R000756,2017-01-01,13,27,U0853,S010,76
R000757,2017-01-01,13,12,U0629,S003,119
R000758,2017-01-01,13,54,U0661,S090,105
R000759,2017-01-01,13,4,U0742,S098,53
R000760,2017-01-01,13,57,U0888,S004,86
R000761,2017-01-01,13,53,U0580,S076,116
R000762,2017-01-01,13,51,U0933,S011,43
R000763,2017-01-01,13,30,U0982,S029,53
R000764,2017-01-01,13,43,U0753,S003,75
R000765,2017-01-01,13,23,U0817,S008,78
R000766,2017-01-01,13,11,U0859,S049,84
R000767,2017-01-01,13,0,U0110,S001,57
R000768,2017-01-01,13,43,U0464,S010,95
R000769,2017-01-01,13,31,U0520,S011,59
R000770,2017-01-01,13,43,U0969,S018,82
R000771,2017-01-01,13,6,U0096,S098,44
R000772,2017-01-01,13,25,U0110,S017,70
R000773,2017-01-01,13,28,U0236,S016,45
R000774,2017-01-01,13,33,U0035,S055,89
R000775,2017-01-01,13,42,U0538,S002,44
R000776,2017-01-01,13,43,U0364,S009,96
R000777,2017-01-01,14,22,U0140,S004,69
R000778,2017-01-01,14,26,U0112,S008,79
R000779,2017-01-01,14,22,U0161,S082,92
R000780,2017-01-01,14,3,U0441,S002,44
R000781,2017-01-01,14,42,U0443,S016,102
R000782,2017-01-01,14,15,U0791,S059,116
R000783,2017-01-01,14,15,U0184,S051,92
R000784,2017-01-01,14,15,U0279,S014,114
R000785,2017-01-01,14,41,U0058,S049,100
R000786,2017-01-01,14,19,U0392,S010,117
R000787,2017-01-01,14,37,U0338,S008,99
R000788,2017-01-01,14,5,U0358,S091,103
R000789,2017-01-01,14,58,U0352,S082,90
R000790,2017-01-01,14,44,U0647,S073,90
R000791,2017-01-01,14,4,U0904,S017,101
R000792,2017-01-01,14,55,U0455,S037,50
R000793,2017-01-01,14,19,U0118,S082,94
R000794,2017-01-01,14,7,U0252,S082,37
R000795,2017-01-01,14,21,U0896,S090,80
R000796,2017-01-01,14,10,U0475,S029,63
R000797,2017-01-01,14,1,U0782,S093,93
R000798,2017-01-01,14,34,U0553,S054,105
R000799,2017-01-01,14,20,U0465,S093,78
R000800,2017-01-01,14,2,U0451,S093,108
R000801,2017-01-01,14,29,U0817,S002,116
R000802,2017-01-01,14,42,U0689,S003,75
R000803,2017-01-01,14,55,U0380,S068,66
R000804,2017-01-01,14,27,U0528,S011,71
R000805,2017-01-01,14,36,U0711,S059,37
R000806,2017-01-01,14,32,U0564,S072,33
R000807,2017-01-01,14,57,U0591,S051,105
R000808,2017-01-01,14,26,U0465,S059,35
R000809,2017-01-01,14,17,U0163,S072,46
R000810,2017-01-01,14,1,U0778,S073,76
R000811,2017-01-01,14,44,U0193,S003,74
R000812,2017-01-01,14,30,U0118,S003,104
R000813,2017-01-01,14,37,U0422,S016,33
R000814,2017-01-01,14,1,U0545,S095,110
R000815,2017-01-01,14,20,U0551,S049,73
R000816,2017-01-01,14,24,U0251,S015,78
R000817,2017-01-01,14,36,U0241,S082,42
R000818,2017-01-01,14,24,U0027,S068,84
R000819,2017-01-01,14,20,U0120,S013,74
R000820,2017-01-01,15,29,U0630,S033,43
R000821,2017-01-01,15,44,U0120,S093,52
R000822,2017-01-01,15,1,U0864,S068,57
R000823,2017-01-01,15,48,U0577,S097,65
R000824,2017-01-01,15,3,U0091,S004,86
R000825,2017-01-01,15,41,U0742,S091,82
R000826,2017-01-01,15,41,U0367,S017,62
R000827,2017-01-01,15,11,U0375,S058,105
R000828,2017-01-01,15,40,U0588,S073,37
R000829,2017-01-01,15,28,U0870,S014,92
R000830,2017-01-01,15,50,U0920,S024,98
R000831,2017-01-01,15,41,U0541,S014,77
R000832,2017-01-01,15,8,U0181,S049,119
R000833,2017-01-01,15,0,U0500,S068,44
R000834,2017-01-01,15,25,U0423,S066,70
R000835,2017-01-01,15,12,U0487,S051,99
R000836,2017-01-01,15,40,U0219,S008,84
R000837,2017-01-01,15,19,U0854,S018,90
R000838,2017-01-01,15,20,U0687,S066,117
R000839,2017-01-01,15,36,U0958,S033,61
R000840,2017-01-01,15,5,U0842,S037,65
R000841,2017-01-01,15,7,U0094,S015,48
R000842,2017-01-01,15,10,U0897,S029,76
R000843,2017-01-01,15,15,U0909,S024,90
R000844,2017-01-01,15,33,U0944,S063,77
R000845,2017-01-01,15,45,U0228,S024,69
R000846,2017-01-01,15,49,U0335,S011,32
R000847,2017-01-01,15,53,U0287,S014,112
R000848,2017-01-01,15,41,U0041,S017,107
R000849,2017-01-01,15,48,U0320,S002,34
R000850,2017-01-01,15,8,U0630,S024,114
R000851,2017-01-01,15,54,U0450,S049,36
R000852,2017-01-01,15,38,U0862,S073,118
R000853,2017-01-01,15,43,U0255,S082,115
R000854,2017-01-01,15,26,U0158,S095,60
R000855,2017-01-01,15,50,U0160,S068,62
R000856,2017-01-01,15,20,U0668,S068,100
R000857,2017-01-01,15,28,U0537,S003,79
R000858,2017-01-01,15,30,U0294,S017,69
R000859,2017-01-01,15,55,U0059,S015,111
R000860,2017-01-01,15,47,U0641,S033,119
R000861,2017-01-01,15,8,U0859,S013,76
R000862,2017-01-01,15,16,U0583,S002,117
R000863,2017-01-01,15,11,U0528,S029,45
R000864,2017-01-01,15,43,U0473,S033,98
R000865,2017-01-01,15,37,U0235,S095,60
R000866,2017-01-01,15,52,U0363,S016,86
R000867,2017-01-01,15,20,U0899,S003,79
R000868,2017-01-01,15,51,U0069,S082,31
R000869,2017-01-01,15,18,U0727,S002,80
R000870,2017-01-01,15,12,U0504,S004,62
R000871,2017-01-01,15,5,U0877,S009,68
R000872,2017-01-01,15,26,U0862,S051,41
R000873,2017-01-01,15,23,U0500,S049,60
R000874,2017-01-01,15,11,U0482,S008,68
R000875,2017-01-01,15,25,U0710,S066,56
R000876,2017-01-01,15,56,U0605,S058,50
R000877,2017-01-01,15,24,U0331,S009,86
R000878,2017-01-01,15,53,U0352,S063,110
R000879,2017-01-01,15,56,U0462,S013,70
R000880,2017-01-01,15,36,U0443,S024,112
R000881,2017-01-01,15,14,U0270,S011,82
R000882,2017-01-01,15,1,U0699,S097,34
R000883,2017-01-01,15,1,U0898,S090,65
R000884,2017-01-01,15,59,U0501,S011,40
R000885,2017-01-01,15,35,U0715,S091,92
R000886,2017-01-01,15,41,U0823,S098,90
R000887,2017-01-01,15,39,U0606,S091,82
R000888,2017-01-01,15,40,U0202,S029,72
R000889,2017-01-01,15,14,U0936,S082,84
R000890,2017-01-01,15,58,U0015,S009,42
R000891,2017-01-01,15,5,U0678,S024,50
R000892,2017-01-01,15,29,U0906,S011,119
R000893,2017-01-01,15,12,U0315,S051,63
R000894,2017-01-01,15,16,U0634,S054,94
R000895,2017-01-01,15,44,U0553,S098,38
R000896,2017-01-01,15,54,U0238,S059,75
R000897,2017-01-01,15,10,U0709,S024,83
R000898,2017-01-01,15,3,U0935,S068,107
R000899,2017-01-01,15,25,U0798,S018,100
R000900,2017-01-01,15,39,U0540,S014,71
R000901,2017-01-01,16,23,U0473,S059,79
R000902,2017-01-01,16,8,U0652,S013,120
R000903,2017-01-01,16,57,U0301,S068,84
R000904,2017-01-01,16,35,U0164,S018,106
R000905,2017-01-01,16,2,U0106,S018,62
R000906,2017-01-01,16,37,U0425,S037,39
R000907,2017-01-01,16,11,U0186,S017,42
R000908,2017-01-01,16,16,U0641,S066,101
R000909,2017-01-01,16,10,U0112,S016,37
R000910,2017-01-01,16,32,U0020,S066,36
R000911,2017-01-01,16,31,U0822,S014,72
R000912,2017-01-01,16,59,U0923,S002,60
R000913,2017-01-01,16,21,U0487,S037,90
R000914,2017-01-01,16,56,U0876,S029,75
R000915,2017-01-01,16,29,U0971,S024,107
R000916,2017-01-01,16,8,U0979,S072,115
R000917,2017-01-01,16,5,U0516,S024,106
R000918,2017-01-01,16,20,U0882,S058,120
R000919,2017-01-01,16,45,U0765,S098,35
R000920,2017-01-01,16,33,U0852,S073,30
R000921,2017-01-01,16,27,U0139,S009,62
R000922,2017-01-01,16,9,U0237,S001,94
R000923,2017-01-01,16,16,U0365,S076,109
R000924,2017-01-01,16,7,U0211,S013,78
R000925,2017-01-01,16,20,U0446,S051,68
R000926,2017-01-01,16,2,U0308,S063,80
R000927,2017-01-01,16,8,U0852,S018,115
R000928,2017-01-01,17,9,U0588,S062,20
R000929,2017-01-01,17,7,U0927,S048,14
R000930,2017-01-01,17,19,U0894,S099,10
R000931,2017-01-01,17,31,U0302,S075,12
R000932,2017-01-01,17,51,U0803,S067,24
R000933,2017-01-01,17,27,U0582,S064,25
R000934,2017-01-01,17,47,U0477,S067,24
R000935,2017-01-01,17,51,U0334,S028,30
R000936,2017-01-01,17,58,U0442,S100,18
R000937,2017-01-01,17,19,U0660,S031,29
R000938,2017-01-01,17,57,U0445,S028,10
R000939,2017-01-01,17,43,U0906,S048,20
R000940,2017-01-01,17,38,U0514,S025,11
R000941,2017-01-01,17,8,U0756,S038,30
R000942,2017-01-01,17,22,U0950,S043,29
R000943,2017-01-01,17,42,U0176,S035,24
R000944,2017-01-01,17,6,U0518,S032,20
R000945,2017-01-01,17,53,U0792,S069,28
R000946,2017-01-01,17,23,U0577,S042,14
R000947,2017-01-01,17,32,U0824,S078,16
R000948,2017-01-01,17,12,U0262,S089,11
R000949,2017-01-01,17,31,U0610,S081,30
R000950,2017-01-01,17,28,U0910,S038,19
R000951,2017-01-01,17,56,U0974,S081,20
R000952,2017-01-01,17,24,U0703,S006,11
R000953,2017-01-01,17,30,U0687,S071,12
R000954,2017-01-01,17,17,U0855,S078,27
R000955,2017-01-01,17,36,U0494,S035,29
R000956,2017-01-01,17,38,U0092,S060,22
R000957,2017-01-01,17,27,U0208,S021,12
R000958,2017-01-01,17,5,U0257,S040,22
R000959,2017-01-01,17,48,U0092,S067,18
R000960,2017-01-01,17,27,U0247,S092,15
R000961,2017-01-01,17,51,U0196,S027,17
R000962,2017-01-01,17,23,U0042,S047,22
R000963,2017-01-01,17,39,U0806,S007,12
R000964,2017-01-01,17,11,U0283,S043,10
R000965,2017-01-01,17,27,U0177,S092,16
R000966,2017-01-01,17,40,U0757,S092,15
R000967,2017-01-01,17,27,U0521,S028,22
R000968,2017-01-01,17,5,U0487,S056,22
R000969,2017-01-01,17,2,U0137,S050,19
R000970,2017-01-01,17,32,U0852,S081,30
R000971,2017-01-01,17,21,U0046,S027,30
R000972,2017-01-01,18,52,U0512,S069,20
R000973,2017-01-01,18,1,U0733,S061,15
R000974,2017-01-01,18,44,U0391,S060,16
R000975,2017-01-01,18,12,U0723,S027,15
R000976,2017-01-01,18,54,U0266,S064,12
R000977,2017-01-01,18,1,U0980,S089,29
R000978,2017-01-01,18,13,U0549,S100,18
R000979,2017-01-01,18,30,U0600,S078,13
R000980,2017-01-01,18,41,U0704,S041,23
R000981,2017-01-01,18,9,U0696,S048,27
R000982,2017-01-01,18,41,U0579,S041,10
R000983,2017-01-01,18,15,U0138,S081,10
R000984,2017-01-01,18,27,U0336,S025,22
R000985,2017-01-01,18,53,U0521,S069,13
R000986,2017-01-01,18,40,U0484,S007,10
R000987,2017-01-01,18,54,U0072,S028,15
R000988,2017-01-01,18,50,U0902,S089,30
R000989,2017-01-01,18,34,U0534,S064,25
R000990,2017-01-01,18,12,U0321,S035,24
R000991,2017-01-01,18,5,U0164,S035,22
R000992,2017-01-01,18,19,U0147,S056,29
R000993,2017-01-01,18,49,U0739,S012,25
R000994,2017-01-01,18,29,U0343,S025,19
R000995,2017-01-01,18,9,U0897,S060,29
R000996,2017-01-01,18,30,U0421,S099,29
R000997,2017-01-01,18,27,U0574,S044,21
R000998,2017-01-01,18,1,U0478,S046,22
R000999,2017-01-01,18,7,U0317,S081,19
R001000,2017-01-01,18,10,U0081,S100,12
R001001,2017-01-01,18,57,U0982,S064,14
R001002,2017-01-01,18,9,U0096,S089,14
R001003,2017-01-01,18,47,U0077,S062,10
R001004,2017-01-01,18,44,U0593,S085,16
R001005,2017-01-01,18,28,U0100,S041,13
R001006,2017-01-01,19,14,U0826,S078,22
R001007,2017-01-01,19,7,U0807,S046,23
R001008,2017-01-01,19,35,U0016,S075,30
R001009,2017-01-01,19,14,U0914,S021,21
R001010,2017-01-01,19,31,U0515,S042,25
R001011,2017-01-01,19,16,U0639,S087,15
R001012,2017-01-01,19,21,U0412,S060,29
R001013,2017-01-01,19,50,U0219,S065,16
R001014,2017-01-01,19,22,U0316,S028,19
R001015,2017-01-01,19,49,U0626,S067,12
R001016,2017-01-01,19,2,U0939,S085,25
R001017,2017-01-01,19,49,U0890,S087,14
R001018,2017-01-01,19,56,U0424,S048,15
R001019,2017-01-01,19,35,U0089,S062,16
R001020,2017-01-01,19,17,U0535,S096,15
R001021,2017-01-01,19,57,U0007,S061,29
R001022,2017-01-01,19,9,U0184,S007,25
R001023,2017-01-01,19,54,U0749,S032,13
R001024,2017-01-01,19,44,U0721,S043,23
R001025,2017-01-01,19,55,U0908,S100,25
R001026,2017-01-01,19,32,U0549,S036,19
R001027,2017-01-01,19,38,U0792,S065,17
R001028,2017-01-01,19,42,U0656,S048,16
R001029,2017-01-01,19,6,U0648,S062,27
R001030,2017-01-01,19,45,U0787,S039,11
R001031,2017-01-01,19,3,U0609,S069,10
R001032,2017-01-01,19,59,U0479,S039,21
R001033,2017-01-01,19,28,U0042,S081,18
R001034,2017-01-01,19,51,U0564,S092,21
R001035,2017-01-01,19,29,U0689,S047,15
R001036,2017-01-01,19,53,U0826,S083,15
R001037,2017-01-01,19,48,U0893,S099,26
R001038,2017-01-01,19,7,U0829,S089,11
R001039,2017-01-01,19,6,U0251,S064,12
R001040,2017-01-01,19,50,U0108,S030,20
R001041,2017-01-01,19,39,U0601,S043,23
R001042,2017-01-01,19,39,U0023,S100,13
R001043,2017-01-01,19,50,U0469,S099,29
R001044,2017-01-01,20,25,U0975,S057,44
R001045,2017-01-01,20,56,U0099,S054,48
R001046,2017-01-01,20,43,U0880,S099,58
R001047,2017-01-01,20,44,U0999,S099,38
R001048,2017-01-01,20,35,U0047,S001,16
R001049,2017-01-01,20,55,U0590,S032,43
R001050,2017-01-01,20,19,U0187,S061,24
R001051,2017-01-01,20,46,U0181,S044,15
R001052,2017-01-01,20,47,U0682,S037,60
R001053,2017-01-01,20,20,U0139,S065,48
R001054,2017-01-01,20,58,U0925,S022,19
R001055,2017-01-01,20,22,U0222,S011,20
R001056,2017-01-01,20,0,U0595,S035,36
R001057,2017-01-01,20,52,U0173,S048,35
R001058,2017-01-01,20,17,U0783,S092,40
R001059,2017-01-01,20,57,U0486,S097,25
R001060,2017-01-01,20,33,U0764,S054,42
R001061,2017-01-01,20,39,U0868,S047,18
R001062,2017-01-01,20,58,U0590,S081,40
R001063,2017-01-01,20,9,U0588,S086,17
R001064,2017-01-01,20,44,U0788,S032,57
R001065,2017-01-01,20,25,U0925,S020,56
R001066,2017-01-01,20,28,U0091,S097,24
R001067,2017-01-01,20,41,U0265,S097,51
R001068,2017-01-01,20,13,U0696,S068,18
R001069,2017-01-01,20,56,U0392,S054,55
R001070,2017-01-01,20,34,U0353,S030,60
R001071,2017-01-01,20,39,U0874,S018,57
R001072,2017-01-01,20,50,U0146,S055,48
R001073,2017-01-01,20,39,U0143,S053,33
R001074,2017-01-01,20,41,U0359,S053,41
R001075,2017-01-01,21,21,U0491,S092,50
R001076,2017-01-01,21,27,U0748,S055,37
R001077,2017-01-01,21,11,U0362,S053,19
R001078,2017-01-01,21,26,U0920,S011,17
R001079,2017-01-01,21,1,U0884,S012,41
R001080,2017-01-01,21,55,U0697,S008,45
R001081,2017-01-01,21,33,U0449,S055,51
R001082,2017-01-01,21,20,U0879,S017,34
R001083,2017-01-01,21,24,U0338,S061,51
R001084,2017-01-01,21,16,U0504,S028,43
R001085,2017-01-01,21,5,U0140,S058,36
R001086,2017-01-01,21,7,U0070,S010,39
R001087,2017-01-01,21,6,U0592,S048,45
R001088,2017-01-01,21,34,U0536,S087,53
R001089,2017-01-01,21,10,U0437,S068,23
R001090,2017-01-01,21,18,U0227,S052,23
R001091,2017-01-01,21,9,U0918,S076,47
R001092,2017-01-01,21,11,U0949,S072,55
R001093,2017-01-01,21,16,U0472,S067,44
R001094,2017-01-01,21,49,U0228,S100,43
R001095,2017-01-01,21,5,U0109,S051,57
R001096,2017-01-01,21,9,U0566,S034,43
R001097,2017-01-01,21,19,U0608,S075,24
R001098,2017-01-01,21,26,U0355,S064,35
R001099,2017-01-01,21,43,U0573,S082,20
R001100,2017-01-01,21,10,U0550,S055,54
R001101,2017-01-01,21,3,U0860,S057,57
R001102,2017-01-01,21,39,U0271,S089,54
R001103,2017-01-01,21,20,U0051,S063,41
R001104,2017-01-01,21,11,U0054,S094,39
R001105,2017-01-01,21,1,U0949,S054,29
R001106,2017-01-01,21,45,U0644,S021,40
R001107,2017-01-01,21,3,U0438,S019,36
R001108,2017-01-01,21,19,U0409,S065,49
R001109,2017-01-01,21,24,U0946,S017,17
R001110,2017-01-01,21,6,U0831,S063,57
R001111,2017-01-01,21,20,U0507,S092,43
R001112,2017-01-01,21,9,U0782,S059,32
R001113,2017-01-01,21,26,U0469,S017,56
R001114,2017-01-01,21,57,U0560,S091,20
R001115,2017-01-01,21,20,U0101,S066,25
R001116,2017-01-01,21,16,U0787,S068,60
R001117,2017-01-01,21,24,U0105,S016,16
R001118,2017-01-01,21,52,U0897,S089,51
R001119,2017-01-01,21,57,U0430,S028,55
R001120,2017-01-01,21,7,U0301,S059,60
R001121,2017-01-01,21,3,U0678,S061,34
R001122,2017-01-01,21,12,U0885,S005,50
R001123,2017-01-01,21,15,U0376,S096,56
R001124,2017-01-01,21,48,U0144,S021,22
R001125,2017-01-01,21,38,U0055,S072,56
R001126,2017-01-01,21,37,U0817,S048,50
R001127,2017-01-01,21,15,U0220,S016,20
R001128,2017-01-01,21,31,U0770,S078,27
R001129,2017-01-01,21,32,U0343,S053,54
R001130,2017-01-01,21,48,U0630,S015,49
R001131,2017-01-01,21,32,U0845,S016,51
R001132,2017-01-01,21,24,U0009,S048,18
R001133,2017-01-01,21,7,U0501,S074,51
R001134,2017-01-01,21,17,U0375,S038,48
R001135,2017-01-01,21,3,U0254,S006,27
R001136,2017-01-01,21,20,U0863,S067,45
R001137,2017-01-01,21,29,U0938,S020,47
R001138,2017-01-01,21,35,U0400,S016,16
R001139,2017-01-01,21,26,U0388,S048,22
R001140,2017-01-01,21,4,U0500,S040,57
R001141,2017-01-01,21,30,U0304,S048,49
R001142,2017-01-01,21,1,U0713,S039,26
R001143,2017-01-01,21,26,U0246,S038,16
R001144,2017-01-01,21,40,U0632,S063,32
R001145,2017-01-01,21,14,U0918,S004,28
R001146,2017-01-01,21,58,U0792,S019,30
R001147,2017-01-01,21,56,U0267,S019,60
R001148,2017-01-01,21,1,U0187,S076,52
R001149,2017-01-01,21,17,U0347,S054,43
R001150,2017-01-01,21,35,U0570,S007,20
R001151,2017-01-01,21,37,U0638,S040,49
R001152,2017-01-01,21,43,U0212,S037,53
R001153,2017-01-01,21,6,U0880,S028,35
R001154,2017-01-01,21,15,U0883,S024,40
R001155,2017-01-01,21,48,U0582,S095,52
R001156,2017-01-01,21,35,U0516,S063,17
R001157,2017-01-01,21,41,U0120,S001,46
R001158,2017-01-01,21,50,U0163,S016,16
R001159,2017-01-01,22,48,U0124,S011,56
R001160,2017-01-01,22,26,U0348,S084,58
R001161,2017-01-01,22,14,U0641,S084,56
R001162,2017-01-01,22,55,U0716,S010,18
